date,open,high,low,close,adjusted_close,volume,dividends,stock_splits
2010-01-04,112.37000274658203,113.38999938964844,111.51000213623047,113.33000183105469,84.57847595214844,118944600,0.0,0.0
2010-01-05,113.26000213623047,113.68000030517578,112.8499984741211,113.62999725341797,84.80233764648438,111579900,0.0,0.0
2010-01-06,113.5199966430664,113.98999786376953,113.43000030517578,113.70999908447266,84.86207580566406,116074400,0.0,0.0
2010-01-07,113.5,114.33000183105469,113.18000030517578,114.19000244140625,85.22030639648438,131091100,0.0,0.0
2010-01-08,113.88999938964844,114.62000274658203,113.66000366210938,114.56999969482422,85.50390625,126402800,0.0,0.0
2010-01-11,115.08000183105469,115.12999725341797,114.23999786376953,114.7300033569336,85.62329864501953,106375700,0.0,0.0
2010-01-12,113.97000122070312,114.20999908447266,113.22000122070312,113.66000366210938,84.82473754882812,163333500,0.0,0.0
2010-01-13,113.94999694824219,114.94000244140625,113.37000274658203,114.62000274658203,85.54122161865234,161822000,0.0,0.0
2010-01-14,114.48999786376953,115.13999938964844,114.41999816894531,114.93000030517578,85.77255249023438,115718800,0.0,0.0
2010-01-15,114.7300033569336,114.83999633789062,113.19999694824219,113.63999938964844,84.8098373413086,212283100,0.0,0.0
2010-01-19,113.62000274658203,115.12999725341797,113.58999633789062,115.05999755859375,85.86959075927734,139172700,0.0,0.0
2010-01-20,114.27999877929688,114.44999694824219,112.9800033569336,113.88999938964844,84.99642944335938,216490200,0.0,0.0
2010-01-21,113.91999816894531,114.2699966430664,111.55999755859375,111.69999694824219,83.36201477050781,344859600,0.0,0.0
2010-01-22,111.19999694824219,111.73999786376953,109.08999633789062,109.20999908447266,81.50371551513672,345942400,0.0,0.0
2010-01-25,110.20999908447266,110.41000366210938,109.41000366210938,109.7699966430664,81.921630859375,186937500,0.0,0.0
2010-01-26,109.33999633789062,110.47000122070312,109.04000091552734,109.30999755859375,81.57833099365234,211168800,0.0,0.0
2010-01-27,109.16999816894531,110.08000183105469,108.33000183105469,109.83000183105469,81.96641540527344,271863600,0.0,0.0
2010-01-28,110.19000244140625,110.25,107.91000366210938,108.56999969482422,81.02610778808594,316104000,0.0,0.0
2010-01-29,109.04000091552734,109.80000305175781,107.22000122070312,107.38999938964844,80.14545440673828,310677600,0.0,0.0
2010-02-01,108.1500015258789,109.06999969482422,107.5,109.05999755859375,81.39175415039062,187865000,0.0,0.0
2010-02-02,109.26000213623047,110.58999633789062,108.87999725341797,110.37999725341797,82.37686920166016,216327900,0.0,0.0
2010-02-03,109.87999725341797,110.4800033569336,109.51000213623047,109.83000183105469,81.96641540527344,172730700,0.0,0.0
2010-02-04,108.9800033569336,109.02999877929688,106.41999816894531,106.44000244140625,79.43646240234375,356715700,0.0,0.0
2010-02-05,106.55999755859375,106.87999725341797,104.58000183105469,106.66000366210938,79.60064697265625,493585800,0.0,0.0
2010-02-08,106.73999786376953,107.33000183105469,105.80999755859375,105.88999938964844,79.02598571777344,224166900,0.0,0.0
2010-02-09,107.12999725341797,108.1500015258789,106.2699966430664,107.22000122070312,80.01856231689453,337820500,0.0,0.0
2010-02-10,107.05000305175781,107.5999984741211,106.11000061035156,107.01000213623047,79.86186981201172,240511500,0.0,0.0
2010-02-11,106.87000274658203,108.25,106.25,108.12999725341797,80.69771575927734,223591600,0.0,0.0
2010-02-12,106.98999786376953,108.0999984741211,106.51000213623047,108.04000091552734,80.63053894042969,304622100,0.0,0.0
2010-02-16,108.86000061035156,109.8499984741211,107.81999969482422,109.73999786376953,81.89923858642578,159317500,0.0,0.0
2010-02-17,110.2699966430664,110.41000366210938,109.73999786376953,110.26000213623047,82.28730773925781,168845100,0.0,0.0
2010-02-18,110.08000183105469,111.13999938964844,110.04000091552734,110.91000366210938,82.77241516113281,193708600,0.0,0.0
2010-02-19,110.62000274658203,111.56999969482422,110.36000061035156,111.13999938964844,82.944091796875,222684900,0.0,0.0
2010-02-22,111.55000305175781,111.58000183105469,110.83000183105469,111.16000366210938,82.9590072631836,132346900,0.0,0.0
2010-02-23,110.86000061035156,111.19999694824219,109.5199966430664,109.80999755859375,81.9515151977539,207497000,0.0,0.0
2010-02-24,110.13999938964844,111.0,109.86000061035156,110.81999969482422,82.70525360107422,176350700,0.0,0.0
2010-02-25,109.23999786376953,110.75,108.94000244140625,110.66999816894531,82.59334564208984,259634700,0.0,0.0
2010-02-26,110.7699966430664,111.12000274658203,110.11000061035156,110.73999786376953,82.64556884765625,173589300,0.0,0.0
2010-03-01,111.19999694824219,112.0,111.16999816894531,111.88999938964844,83.50379943847656,147709700,0.0,0.0
2010-03-02,112.37000274658203,112.73999786376953,112.0,112.19999694824219,83.73519134521484,160992400,0.0,0.0
2010-03-03,112.48999786376953,112.97000122070312,112.0199966430664,112.30000305175781,83.80979919433594,150785000,0.0,0.0
2010-03-04,112.44999694824219,112.80000305175781,112.02999877929688,112.63999938964844,84.06353759765625,135770400,0.0,0.0
2010-03-05,113.37000274658203,114.33999633789062,113.0999984741211,114.25,85.2651138305664,176118800,0.0,0.0
2010-03-08,114.26000213623047,114.5199966430664,114.06999969482422,114.2699966430664,85.27999877929688,114631200,0.0,0.0
2010-03-09,113.93000030517578,114.98999786376953,113.87000274658203,114.45999908447266,85.42181396484375,154556700,0.0,0.0
2010-03-10,114.51000213623047,115.27999877929688,114.41000366210938,114.97000122070312,85.80240631103516,186088800,0.0,0.0
2010-03-11,114.69999694824219,115.4800033569336,114.3499984741211,115.44999694824219,86.16064453125,160791100,0.0,0.0
2010-03-12,115.94999694824219,115.97000122070312,115.13999938964844,115.45999908447266,86.16810607910156,162074800,0.0,0.0
2010-03-15,115.26000213623047,115.56999969482422,114.5999984741211,115.48999786376953,86.19047546386719,146816800,0.0,0.0
2010-03-16,115.80999755859375,116.5199966430664,115.48999786376953,116.41000366210938,86.87709045410156,168673000,0.0,0.0
2010-03-17,116.76000213623047,117.4800033569336,116.41999816894531,117.0999984741211,87.39203643798828,177468100,0.0,0.0
2010-03-18,117.11000061035156,117.2699966430664,116.56999969482422,117.04000091552734,87.34724426269531,196509100,0.0,0.0
2010-03-19,115.97000122070312,117.29000091552734,115.5199966430664,115.97000122070312,86.9051284790039,226641100,0.48,0.0
2010-03-22,115.30999755859375,116.80000305175781,115.23999786376953,116.58999633789062,87.36973571777344,184477800,0.0,0.0
2010-03-23,116.76000213623047,117.51000213623047,116.37999725341797,117.41000366210938,87.98423767089844,182941600,0.0,0.0
2010-03-24,116.97000122070312,117.43000030517578,115.58000183105469,116.83999633789062,87.55709838867188,196072600,0.0,0.0
2010-03-25,117.62999725341797,118.16999816894531,116.51000213623047,116.6500015258789,87.4146957397461,223396300,0.0,0.0
2010-03-26,116.87000274658203,117.41999816894531,116.12000274658203,116.58000183105469,87.36226654052734,205808500,0.0,0.0
2010-03-29,117.16999816894531,117.52999877929688,116.69000244140625,117.31999969482422,87.9167709350586,134513500,0.0,0.0
2010-03-30,117.45999908447266,117.83000183105469,116.91000366210938,117.4000015258789,87.97672271728516,145772500,0.0,0.0
2010-03-31,116.94999694824219,117.5199966430664,116.61000061035156,117.0,87.6769790649414,161078700,0.0,0.0
2010-04-01,117.80000305175781,118.25,117.0999984741211,117.80000305175781,88.27650451660156,161215200,0.0,0.0
2010-04-05,118.25,118.83999633789062,117.91999816894531,118.76000213623047,88.99591064453125,105847600,0.0,0.0
2010-04-06,118.41999816894531,119.25,118.29000091552734,119.04000091552734,89.2056884765625,110384200,0.0,0.0
2010-04-07,118.80000305175781,119.36000061035156,117.80999755859375,118.36000061035156,88.6961441040039,184576300,0.0,0.0
2010-04-08,117.94999694824219,118.97000122070312,117.5999984741211,118.7699966430664,89.00338745117188,158704000,0.0,0.0
2010-04-09,119.0199966430664,119.5999984741211,118.80000305175781,119.55000305175781,89.58788299560547,133006500,0.0,0.0
2010-04-12,119.69999694824219,120.05000305175781,119.55999755859375,119.73999786376953,89.73027801513672,110279000,0.0,0.0
2010-04-13,119.62000274658203,120.04000091552734,119.0,119.83000183105469,89.7977294921875,125043600,0.0,0.0
2010-04-14,120.2699966430664,121.19000244140625,120.08000183105469,121.19000244140625,90.81689453125,161609000,0.0,0.0
2010-04-15,120.98999786376953,121.56999969482422,120.94999694824219,121.29000091552734,90.89176940917969,144615300,0.0,0.0
2010-04-16,120.86000061035156,121.29000091552734,118.75,119.36000061035156,89.44552612304688,366786700,0.0,0.0
2010-04-19,119.01000213623047,119.93000030517578,118.47000122070312,119.80999755859375,89.78276824951172,217947800,0.0,0.0
2010-04-20,120.55999755859375,120.9800033569336,119.87000274658203,120.87999725341797,90.58453369140625,157708000,0.0,0.0
2010-04-21,120.94999694824219,121.2300033569336,119.98999786376953,120.66000366210938,90.41970825195312,192910100,0.0,0.0
2010-04-22,119.80999755859375,121.16999816894531,119.12000274658203,121.0199966430664,90.68946075439453,115360300,0.0,0.0
2010-04-23,120.94000244140625,121.86000061035156,120.62999725341797,121.80999755859375,91.28148651123047,177335500,0.0,0.0
2010-04-26,121.8499984741211,122.12000274658203,121.2300033569336,121.3499984741211,90.936767578125,143457300,0.0,0.0
2010-04-27,120.6500015258789,121.33999633789062,118.25,118.4800033569336,88.78604888916016,355853300,0.0,0.0
2010-04-28,119.05000305175781,119.68000030517578,118.2699966430664,119.37999725341797,89.46048736572266,300674100,0.0,0.0
2010-04-29,120.0999984741211,121.11000061035156,120.06999969482422,120.86000061035156,90.56961822509766,193775000,0.0,0.0
2010-04-30,120.87999725341797,121.01000213623047,118.77999877929688,118.80999755859375,89.03335571289062,270000900,0.0,0.0
2010-05-03,119.37999725341797,120.68000030517578,119.19999694824219,120.3499984741211,90.18739318847656,182747900,0.0,0.0
2010-05-04,119.01000213623047,119.02999877929688,116.91999816894531,117.5199966430664,88.06668090820312,360353400,0.0,0.0
2010-05-05,116.55999755859375,117.80000305175781,115.97000122070312,116.81999969482422,87.5420913696289,328973200,0.0,0.0
