risk_quantile,risk_threshold_annualized_vol,balanced_accuracy,precision,recall,f1
0.7,0.1632487350206774,0.7098458707154359,0.4523809523809524,0.5900621118012422,0.5121293800539084
0.75,0.17838539513154966,0.7238707673190432,0.37222222222222223,0.6036036036036037,0.46048109965635736
0.8,0.1966695707812127,0.7264257481648786,0.3283582089552239,0.5714285714285714,0.41706161137440756
